name, surname, ageInYears
ŁARYSA,ŁARYSA_195,1
STEFANIE,STEFANIE_20,16
EDITA,EDITA_153,7
RYMMA,RYMMA_24,31
VIORICA,VIORICA_152,24
CAMILLE,CAMILLE_57,31
KORA,KORA_86,8
ZARINA,ZARINA_45,25
ANNEMARIE,ANNEMARIE_144,14
ASHLEY,ASHLEY_23,9
CARINA,CARINA_7,21
ELLEN,ELLEN_166,40
JUTTA,JUTTA_98,26
LETICIA,LETICIA_86,31
LIUBOU,LIUBOU_101,40
SYBILA,SYBILA_114,29
ARETA,ARETA_193,12
MALENA,MALENA_134,25
ALEXIA,ALEXIA_54,35
ANASTASIJA,ANASTASIJA_51,39
AYLIN,AYLIN_122,13
ESRA,ESRA_46,16
FIONA,FIONA_174,14
HILA,HILA_104,11
MARISA,MARISA_60,18
XYMENA,XYMENA_43,32
ANNABELLE,ANNABELLE_188,9
GISELA,GISELA_42,29
JULIJA,JULIJA_76,33
ZUZA,ZUZA_18,38
LILLIAN,LILLIAN_198,36
TANIA,TANIA_172,11
ANAHIT,ANAHIT_111,34
FILIPINA,FILIPINA_55,30
GABRIELE,GABRIELE_48,26
MADELEINE,MADELEINE_173,29
NARINE,NARINE_143,15
ROSANNA,ROSANNA_56,26
XENIA,XENIA_171,41
DANIELLA,DANIELLA_162,22
FABIANA,FABIANA_24,2
MOLLY,MOLLY_51,36
NIKITA,NIKITA_174,40
ROSEMARIE,ROSEMARIE_15,39
ISABELL,ISABELL_45,41
MONA,MONA_17,26
ALEVTYNA,ALEVTYNA_146,24
DAMARIS,DAMARIS_66,38
DOROTHEA,DOROTHEA_179,37
GAYANE,GAYANE_73,14
KHEDA,KHEDA_4,40
LUSINE,LUSINE_20,2
NATIA,NATIA_64,16
AMIT,AMIT_107,16
LIAT,LIAT_110,29
MATHILDE,MATHILDE_196,12
NANA,NANA_8,30
TIFFANY,TIFFANY_167,0
BERNARDETTA,BERNARDETTA_144,38
ITA,ITA_74,30
KAIA,KAIA_3,3
KIMBERLY,KIMBERLY_85,12
NOGA,NOGA_18,20
RAJMUNDA,RAJMUNDA_144,31
EMILIANA,EMILIANA_101,14
FERNANDA,FERNANDA_57,39
RODICA,RODICA_144,30
BEATE,BEATE_7,34
IWA,IWA_147,41
JANET,JANET_182,33
PIA,PIA_133,38
HELENE,HELENE_199,7
LIUBA,LIUBA_51,12
OŁENA,OŁENA_35,31
SUZANA,SUZANA_197,26
TAIDA,TAIDA_148,39
TELIMENA,TELIMENA_65,36
BOZHENA,BOZHENA_150,14
CASSANDRA,CASSANDRA_44,20
KORINA,KORINA_191,1
LIUBOMYRA,LIUBOMYRA_50,30
PRZEMYSŁAWA,PRZEMYSŁAWA_43,8
WILMA,WILMA_170,2
ASIA,ASIA_18,38
AYŞE,AYŞE_67,32
DALILA,DALILA_62,26
DOROTHY,DOROTHY_84,0
YELENA,YELENA_157,0
ZYGRYDA,ZYGRYDA_118,27
ELSA,ELSA_82,11
FLAVIA,FLAVIA_131,36
TOMIRA,TOMIRA_89,30
MARIANNE,MARIANNE_117,24
OLESEA,OLESEA_67,21
RENATE,RENATE_42,34
SHIR,SHIR_185,34
ALIA,ALIA_56,3
ARKADIA,ARKADIA_113,17
FEDERICA,FEDERICA_27,4
JEANETTE,JEANETTE_24,16
KWIRYNA,KWIRYNA_9,18
LEONIE,LEONIE_80,13
LILIT,LILIT_26,7
OFELIA,OFELIA_177,23
SELIN,SELIN_103,26
CATERINA,CATERINA_77,27
FRIEDA,FRIEDA_73,9
HENRIETTA,HENRIETTA_187,5
KARIONA,KARIONA_154,0
LIJA,LIJA_81,41
TARA,TARA_112,19
VANDA,VANDA_102,16
GAL,GAL_155,33
MAKKA,MAKKA_70,17
MARYSIA,MARYSIA_119,7
RENISŁAWA,RENISŁAWA_177,32
SASKIA,SASKIA_43,36
SELMA,SELMA_200,33
YASEMIN,YASEMIN_161,22
LUCIANA,LUCIANA_135,17
MERYEM,MERYEM_169,5
NETA,NETA_170,5
RAYANA,RAYANA_60,23
AYLA,AYLA_23,23
DARIYA,DARIYA_148,22
FARIDA,FARIDA_2,39
MAKSYMILIANA,MAKSYMILIANA_134,36
VIOLA,VIOLA_135,40
ZORYANA,ZORYANA_147,9
ALEJANDRA,ALEJANDRA_198,26
CHRISTA,CHRISTA_84,16
DAGMAR,DAGMAR_187,8
DAGNY,DAGNY_153,25
ELLI,ELLI_152,41
EMINE,EMINE_129,0
GIOVANNA,GIOVANNA_13,26
REHINA,REHINA_154,33
SALWINA,SALWINA_1,3
STEPANIIA,STEPANIIA_135,24
ERICA,ERICA_174,3
FLORENCIA,FLORENCIA_16,24
MINA,MINA_169,7
ARIA,ARIA_5,36
DILARA,DILARA_30,11
MARGITA,MARGITA_147,26
MICAELA,MICAELA_189,3
NONNA,NONNA_51,0
BIBIANA,BIBIANA_92,19
INDIA,INDIA_19,21
JUSTINA,JUSTINA_154,3
MICHELE,MICHELE_55,2
RIMA,RIMA_41,34
ROTEM,ROTEM_37,12
ANNELIESE,ANNELIESE_114,35
CHLOÉ,CHLOÉ_138,24
GIORGIA,GIORGIA_12,2
IVONA,IVONA_18,32
JANKA,JANKA_91,
LILIJA,LILIJA_56,23
MONIQUE,MONIQUE_59,1
SALOME,SALOME_84,29
SHANI,SHANI_72,3
BRENDA,BRENDA_101,8
CELINE,CELINE_79,36
DAISY,DAISY_83,31
HASMIK,HASMIK_109,21
MIJA,MIJA_59,16
NAIRA,NAIRA_173,39
PETIMAT,PETIMAT_41,19
DAROMIŁA,DAROMIŁA_169,19
IWANNA,IWANNA_76,30
JOANA,JOANA_62,37
KARALINA,KARALINA_134,29
MARTIKA,MARTIKA_110,29
MIROSLAVA,MIROSLAVA_200,8
ORIT,ORIT_43,22
SORAYA,SORAYA_67,31
ALANA,ALANA_27,1
AMINAT,AMINAT_104,13
DOINA,DOINA_13,26
HADAR,HADAR_80,30
JANETA,JANETA_121,27
JANETTA,JANETTA_169,18
MICHELA,MICHELA_58,34
SOFYA,SOFYA_106,29
SYDONIA,SYDONIA_7,11
ANYA,ANYA_158,3
ELISE,ELISE_84,8
EVGENIYA,EVGENIYA_90,21
FLORENCE,FLORENCE_173,15
IRAIDA,IRAIDA_96,36
ISABELA,ISABELA_21,17
MAI,MAI_136,2
NATALI,NATALI_158,32
PAVLINA,PAVLINA_199,38
TALI,TALI_145,17
VALERIE,VALERIE_125,9
VIYALETA,VIYALETA_178,38
YEVHENIYA,YEVHENIYA_145,7
ALBERTA,ALBERTA_127,11
ANDRZELINA,ANDRZELINA_13,19
ASYA,ASYA_39,30
DERYA,DERYA_54,27
ALIYA,ALIYA_120,13
BRUNHILDA,BRUNHILDA_121,31
IVETA,IVETA_61,41
JANE,JANE_179,23
KATHRYN,KATHRYN_76,16
LEOPOLDA,LEOPOLDA_113,26
MYRIAM,MYRIAM_95,16
ROSITA,ROSITA_84,8
SAWA,SAWA_175,18
YING,YING_124,22
ANZELMA,ANZELMA_36,24
CHANA,CHANA_153,14
EVGENIIA,EVGENIIA_16,14
LADA,LADA_139,29
MAAYAN,MAAYAN_52,7
NICOLETA,NICOLETA_78,12
ROSWITA,ROSWITA_156,19
THUY,THUY_137,16
AMÉLIE,AMÉLIE_113,25
ANABELLA,ANABELLA_19,38
CAROLIN,CAROLIN_142,24
ELLIE,ELLIE_1,14
HOLLY,HOLLY_176,17
KORALIA,KORALIA_65,12
SOLOMIYA,SOLOMIYA_126,35
AYELET,AYELET_36,10
DIANE,DIANE_47,37
EFRAT,EFRAT_68,16
KAROLINE,KAROLINE_81,34
KLARYSA,KLARYSA_51,7
NAAMA,NAAMA_72,24
PHUONG,PHUONG_163,18
STEFANIYA,STEFANIYA_177,24
SUZAN,SUZAN_174,7
BURCU,BURCU_6,14
EUZEBIA,EUZEBIA_140,24
GEORGIA,GEORGIA_167,18
KERSTIN,KERSTIN_36,38
ORYNA,ORYNA_110,0
WIOLA,WIOLA_51,33
YAN,YAN_76,19
DINARA,DINARA_114,25
KHATUNA,KHATUNA_25,35
KLOTYLDA,KLOTYLDA_126,24
MATHILDA,MATHILDA_177,38
RADZISŁAWA,RADZISŁAWA_5,38
SIGRID,SIGRID_67,13
ALODIA,ALODIA_134,26
ARIELA,ARIELA_81,25
ARMINE,ARMINE_178,5
DALIDA,DALIDA_44,11
KONSTANTYNA,KONSTANTYNA_155,13
NOAM,NOAM_6,5
NONA,NONA_194,19
INGE,INGE_93,35
LYUDMILA,LYUDMILA_47,24
MARGARETTA,MARGARETTA_120,15
MELODY,MELODY_33,20
NAWOJKA,NAWOJKA_177,5
RUBY,RUBY_82,20
TEA,TEA_8,0
WALDEMARA,WALDEMARA_44,41
ARNIKA,ARNIKA_86,40
FRANZISKA,FRANZISKA_26,28
HADAS,HADAS_178,10
JING,JING_115,38
JOANNE,JOANNE_15,17
KATHLEEN,KATHLEEN_139,26
MÁRIA,MÁRIA_95,22
ROSALIA,ROSALIA_153,36
TARSYLIA,TARSYLIA_162,6
VLADLENA,VLADLENA_129,5
ALOJZJA,ALOJZJA_135,20
ANETTE,ANETTE_14,5
ANZHALIKA,ANZHALIKA_110,34
AUDREY,AUDREY_2,14
CANSU,CANSU_82,36
EINAT,EINAT_44,14
FELICIA,FELICIA_155,26
GERTRUD,GERTRUD_182,25
INBAL,INBAL_2,10
JENIFER,JENIFER_42,11
LOUISA,LOUISA_160,0
MIŁA,MIŁA_113,38
THU,THU_183,36
ALISON,ALISON_145,28
BRIGIDA,BRIGIDA_36,21
CORINA,CORINA_97,4
DOMINICA,DOMINICA_172,3
ELİF,ELİF_122,7
GIZEM,GIZEM_69,28
RIMMA,RIMMA_84,24
RUSŁANA,RUSŁANA_8,6
TEONA,TEONA_155,37
ADELHEID,ADELHEID_12,39
AMAL,AMAL_96,13
ELIDIA,ELIDIA_154,7
FLAWIA,FLAWIA_39,21
JEKATIERINA,JEKATIERINA_94,7
LI,LI_137,13
TACJANA,TACJANA_42,8
VIKTORIJA,VIKTORIJA_39,21
WENESA,WENESA_162,6
YEVGENIYA,YEVGENIYA_41,19
ALBA,ALBA_93,33
ATENA,ATENA_139,39
BERNADETTE,BERNADETTE_18,0
BÜŞRA,BÜŞRA_126,12
GINA,GINA_159,17
LUDMYŁA,LUDMYŁA_136,4
ROSALIE,ROSALIE_44,29
SILVANA,SILVANA_193,8
TESSA,TESSA_118,35
WITA,WITA_150,32
ZAREMA,ZAREMA_1,5
CHEN,CHEN_198,34
EBRU,EBRU_20,34
ESTELLE,ESTELLE_76,3
GERARDA,GERARDA_39,11
MOR,MOR_140,17
CELIA,CELIA_94,40
EDEN,EDEN_7,9
GAYA,GAYA_178,20
LECHOSŁAWA,LECHOSŁAWA_147,20
LORETA,LORETA_175,14
ORESTA,ORESTA_172,36
SYLVIE,SYLVIE_195,40
ZAHRA,ZAHRA_6,19
AIGERIM,AIGERIM_192,41
ANTANINA,ANTANINA_81,0
DAFNA,DAFNA_64,7
ELISABETTA,ELISABETTA_169,6
HAŁYNA,HAŁYNA_3,5
HORTENSJA,HORTENSJA_133,23
ILARIA,ILARIA_186,35
KLAVDIIA,KLAVDIIA_179,5
KONRADA,KONRADA_73,13
MARKHA,MARKHA_176,34
MATILDE,MATILDE_176,21
NADEZDA,NADEZDA_84,37
SASHA,SASHA_48,32
WITOSŁAWA,WITOSŁAWA_32,29
ARIEL,ARIEL_79,23
ESMERALDA,ESMERALDA_36,20
LILLIANA,LILLIANA_101,12
LIOR,LIOR_91,7
MARIELA,MARIELA_141,8
MASZA,MASZA_111,16
MERI,MERI_99,19
SELINA,SELINA_55,26
TRAUTA,TRAUTA_61,40
AALIYAH,AALIYAH_112,1
DOBROMIRA,DOBROMIRA_41,31
HEDWIG,HEDWIG_140,30
KETEVAN,KETEVAN_192,36
MAY,MAY_96,14
ODETTA,ODETTA_196,35
SERENA,SERENA_164,16
SIBEL,SIBEL_76,38
TOSIA,TOSIA_98,21
ALEXA,ALEXA_94,26
ALINE,ALINE_73,28
CATALEYA,CATALEYA_138,12
IAROSLAVA,IAROSLAVA_27,33
LAWINIA,LAWINIA_165,21
LILIANE,LILIANE_98,25
NADINA,NADINA_192,24
THEA,THEA_187,8
WITOLDA,WITOLDA_28,39
ANABEL,ANABEL_116,6
MARLENE,MARLENE_53,4
MELA,MELA_51,40
MILADA,MILADA_65,34
ROXANNE,ROXANNE_140,16
SEVDA,SEVDA_110,34
SHEILA,SHEILA_122,27
SONYA,SONYA_154,7
ALISHA,ALISHA_189,14
EMI,EMI_18,30
GALIA,GALIA_154,22
GRYZELDA,GRYZELDA_119,15
LATIKA,LATIKA_1,16
LUANA,LUANA_110,22
MILENIA,MILENIA_79,25
YULIANNA,YULIANNA_32,16
ZELMA,ZELMA_192,25
ANKA,ANKA_13,0
DORINA,DORINA_93,37
HERMENEGILDA,HERMENEGILDA_199,34
JAQUELINE,JAQUELINE_103,31
JULIET,JULIET_134,17
KAYAH,KAYAH_61,13
LAETITIA,LAETITIA_107,17
LÉNA,LÉNA_16,18
LETIZIA,LETIZIA_53,25
MARI,MARI_83,40
MIEROSŁAWA,MIEROSŁAWA_87,9
RADA,RADA_81,6
ZYGMUNTA,ZYGMUNTA_50,36
AICHA,AICHA_123,26
CHAJA,CHAJA_175,28
ELIZABET,ELIZABET_161,29
ERIN,ERIN_7,31
ERNESTA,ERNESTA_173,17
HONG,HONG_146,33
INBAR,INBAR_4,22
LIHI,LIHI_18,36
MORAN,MORAN_83,18
RUZANNA,RUZANNA_13,28
SAFIYA,SAFIYA_173,11
TANYA,TANYA_147,30
VERONIQUE,VERONIQUE_1,5
ADELE,ADELE_101,6
ALEKSA,ALEKSA_119,6
EUDOKIA,EUDOKIA_137,15
FABIENNE,FABIENNE_133,5
IELYZAVETA,IELYZAVETA_174,5
JÚLIA,JÚLIA_101,29
MARGARETHE,MARGARETHE_35,10
MARŻOLENA,MARŻOLENA_13,10
REBECA,REBECA_128,3
ROMI,ROMI_113,8
ROMY,ROMY_124,4
SIVAN,SIVAN_10,1
THANH,THANH_101,8
VASILISA,VASILISA_57,4
ZAIRA,ZAIRA_129,37
ALEXIS,ALEXIS_109,21
ANGIELIKA,ANGIELIKA_113,1
ANTONELLA,ANTONELLA_7,25
EZGI,EZGI_63,14
GALIT,GALIT_47,1
GUDRUN,GUDRUN_121,39
INDIRA,INDIRA_53,32
IVA,IVA_11,11
LAN,LAN_47,27
LELA,LELA_200,35
MELINA,MELINA_67,7
MELITA,MELITA_77,20
NELYA,NELYA_112,12
NGOC,NGOC_39,27
NICOLETTE,NICOLETTE_91,12
SOFÍA,SOFÍA_96,2
ŚWIĘTOSŁAWA,ŚWIĘTOSŁAWA_146,26
WIRA,WIRA_171,34
YEVDOKIIA,YEVDOKIIA_40,7
AISZA,AISZA_158,10
ANISA,ANISA_125,39
CATALINA,CATALINA_119,17
EDA,EDA_97,9
IVY,IVY_153,2
JOLITA,JOLITA_170,0
OR,OR_58,40
RANIA,RANIA_138,15
WŁODZISŁAWA,WŁODZISŁAWA_129,25
ELODIE,ELODIE_138,23
GIZELLA,GIZELLA_135,35
KARIMA,KARIMA_42,16
LEE,LEE_189,29
LUDMYLA,LUDMYLA_11,35
MANANA,MANANA_119,5
NATASCHA,NATASCHA_35,36
RINA,RINA_139,37
RONIT,RONIT_175,39
TANJA,TANJA_166,7
VIVIANE,VIVIANE_174,24
WALENTINA,WALENTINA_97,22
AGATHE,AGATHE_162,36
ASTRYDA,ASTRYDA_88,37
BOHDANNA,BOHDANNA_57,36
DONNA,DONNA_47,3
FERDYNANDA,FERDYNANDA_49,30
GOHAR,GOHAR_200,33
GRACIELA,GRACIELA_25,5
KARENA,KARENA_185,32
KHADIZHAT,KHADIZHAT_170,6
LIDZIYA,LIDZIYA_146,41
MARGIT,MARGIT_113,25
NADYA,NADYA_7,37
ODETA,ODETA_24,0
ROZANNA,ROZANNA_152,27
SHIRLEY,SHIRLEY_169,8
TALIA,TALIA_52,25
ANH,ANH_182,24
EMILI,EMILI_21,19
FANNY,FANNY_22,2
GALI,GALI_162,40
JARMILA,JARMILA_64,17
KATALIN,KATALIN_89,12
MYLANA,MYLANA_148,3
PRISCILLA,PRISCILLA_170,5
REUT,REUT_195,26
RUFINA,RUFINA_161,40
IRA,IRA_16,4
KARMELA,KARMELA_17,6
KLEOPATRA,KLEOPATRA_198,2
LAVINIA,LAVINIA_127,30
LIYA,LIYA_101,31
LUDOSŁAWA,LUDOSŁAWA_108,31
ÖZGE,ÖZGE_11,25
SANDY,SANDY_82,31
THERESA,THERESA_24,33
ALWINA,ALWINA_11,21
ANNA-MARIIA,ANNA-MARIIA_70,3
CHANTELLE,CHANTELLE_45,39
ELEANOR,ELEANOR_117,16
GILI,GILI_191,7
LEJLA,LEJLA_151,34
MARGHERITA,MARGHERITA_108,32
NADIN,NADIN_137,12
NICOLLE,NICOLLE_158,22
THERESE,THERESE_178,11
CHELSEA,CHELSEA_16,23
DANIEL,DANIEL_171,6
DUYGU,DUYGU_113,11
EDELGARDA,EDELGARDA_135,27
EVE,EVE_43,4
EVGENIA,EVGENIA_188,22
GAMZE,GAMZE_131,39
IOANA,IOANA_109,10
LALI,LALI_182,2
LOTTA,LOTTA_47,6
MARIAMI,MARIAMI_144,23
MARISSA,MARISSA_148,27
RIVKA,RIVKA_129,17
SANTANA,SANTANA_102,11
SHELLY,SHELLY_54,17
TAMARI,TAMARI_137,2
CHARLOTTA,CHARLOTTA_166,25
IMELDA,IMELDA_159,12
LIDWINA,LIDWINA_31,14
MERIEM,MERIEM_105,28
RAYISA,RAYISA_145,7
ROXANNA,ROXANNA_149,5
SAMUELA,SAMUELA_200,10
SHAHAR,SHAHAR_66,30
THI THUY,THI THUY_133,9
WIĘCESŁAWA,WIĘCESŁAWA_112,36
YUSTYNA,YUSTYNA_29,1
ANAIS,ANAIS_189,25
ASENATA,ASENATA_66,24
CAROL,CAROL_156,15
CEZARIA,CEZARIA_85,41
DYONIZA,DYONIZA_44,25
EKATERINE,EKATERINE_87,28
GEMMA,GEMMA_154,3
ILSE,ILSE_112,10
IRIT,IRIT_133,26
JEANNETTE,JEANNETTE_195,13
KATHY,KATHY_89,41
MARCELLA,MARCELLA_200,29
MIKAELA,MIKAELA_13,32
PATRYCIA,PATRYCIA_46,29
PHOEBE,PHOEBE_121,38
TONIA,TONIA_77,4
WEI,WEI_121,40
ZYGLINDA,ZYGLINDA_128,8
ALLISON,ALLISON_29,35
ANNABEL,ANNABEL_26,19
ASLI,ASLI_139,36
AYSHAT,AYSHAT_172,34
BAZHENA,BAZHENA_137,17
DENIZ,DENIZ_81,18
FREYA,FREYA_178,7
HANNELORA,HANNELORA_107,0
HIACENTA,HIACENTA_50,32
IVANKA,IVANKA_114,40
KATYA,KATYA_196,3
KRZESISŁAWA,KRZESISŁAWA_123,3
ŁARISA,ŁARISA_17,0
NADA,NADA_43,9
PINAR,PINAR_53,16
RADOMIŁA,RADOMIŁA_113,35
SONA,SONA_52,27
ALYSSA,ALYSSA_3,34
ANNABELLA,ANNABELLA_81,33
ATHINA,ATHINA_106,10
BOGDANNA,BOGDANNA_127,39
CORINNA,CORINNA_92,11
DAMLA,DAMLA_124,21
DITTA,DITTA_87,25
DORIT,DORIT_151,14
ESTELLA,ESTELLA_125,15
HUONG,HUONG_80,21
IANINA,IANINA_161,2
MARTINE,MARTINE_42,31
RIWANA,RIWANA_19,39
SENA,SENA_37,38
VESNA,VESNA_41,27
YADVIHA,YADVIHA_17,38
ANELIA,ANELIA_165,14
ANUSH,ANUSH_113,36
BAR,BAR_150,14
BASIA,BASIA_2,6
BETTY,BETTY_5,39
BOŻYSŁAWA,BOŻYSŁAWA_90,17
BRUNA,BRUNA_142,29
DELIA,DELIA_194,30
JANETTE,JANETTE_53,39
KASSANDRA,KASSANDRA_111,11
LIMOR,LIMOR_33,40
LORA,LORA_140,10
MARA,MARA_177,8
MIYA,MIYA_107,24
ORYSYA,ORYSYA_81,17
ROMANIIA,ROMANIIA_161,17
WIKTORIJA,WIKTORIJA_9,22
ZALINA,ZALINA_64,5
ZOÉ,ZOÉ_122,17
ANASTASSIYA,ANASTASSIYA_150,16
ANASTAZIA,ANASTAZIA_140,33
ANNALIZA,ANNALIZA_82,21
CHRYSTYNA,CHRYSTYNA_35,22
ELFRIEDE,ELFRIEDE_46,6
HOA,HOA_26,0
NATHALIA,NATHALIA_9,24
NINEL,NINEL_129,6
ÖZLEM,ÖZLEM_175,31
PERLA,PERLA_187,30
RONJA,RONJA_55,25
SANA,SANA_60,25
SHIRI,SHIRI_149,25
TANZILA,TANZILA_4,2
YU,YU_144,0
AMEL,AMEL_133,40
AMÉLIA,AMÉLIA_85,6
CEREN,CEREN_37,35
EDELTRUDA,EDELTRUDA_66,3
FORTUNATA,FORTUNATA_163,19
FREDA,FREDA_192,11
HATICE,HATICE_59,26
ILLONA,ILLONA_66,21
INOCENTA,INOCENTA_46,28
JAMILA,JAMILA_16,6
JEKATERINA,JEKATERINA_41,29
KONSTANTINA,KONSTANTINA_9,12
MIRTA,MIRTA_139,16
NATALKA,NATALKA_75,20
NGA,NGA_94,4
NIKOLE,NIKOLE_45,32
NITZAN,NITZAN_193,14
NOYA,NOYA_15,40
OCTAVIA,OCTAVIA_133,39
PRIYANKA,PRIYANKA_181,29
SIGAL,SIGAL_170,2
SWITLANA,SWITLANA_33,9
ULANA,ULANA_12,5
VERED,VERED_51,35
YOLANDA,YOLANDA_12,32
ADEL,ADEL_62,15
ADELAIDA,ADELAIDA_153,22
AGNESE,AGNESE_200,11
AGRYPINA,AGRYPINA_33,4
ANDA,ANDA_84,27
ASMA,ASMA_185,20
CONSTANCE,CONSTANCE_19,10
ELKE,ELKE_69,24
IULIANA,IULIANA_182,17
KATEŘINA,KATEŘINA_70,32
KIMBERLEY,KIMBERLEY_83,37
KÜBRA,KÜBRA_60,5
LIV,LIV_102,39
MYA,MYA_18,28
PARASKIEWIA,PARASKIEWIA_73,31
SELWINA,SELWINA_174,7
SHOSHANA,SHOSHANA_146,8
SILVIYA,SILVIYA_25,26
YARDEN,YARDEN_152,23
ZAINAB,ZAINAB_59,30
ZBYSŁAWA,ZBYSŁAWA_72,34
ZINOVIIA,ZINOVIIA_140,3
ANGELIQUE,ANGELIQUE_30,13
AYALA,AYALA_6,10
CHRISTIANE,CHRISTIANE_194,39
ELIDA,ELIDA_155,27
GALYA,GALYA_80,28
INÉS,INÉS_157,36
LEIA,LEIA_143,23
LIN,LIN_104,23
LOREDANA,LOREDANA_75,11
MADELINE,MADELINE_95,21
MARIONA,MARIONA_188,5
OLYMPIA,OLYMPIA_3,24
ROMANIA,ROMANIA_87,32
ROSANA,ROSANA_91,37
SOFI,SOFI_85,4
YEKATERINA,YEKATERINA_168,14
ZHANA,ZHANA_142,38
ZONIA,ZONIA_141,41
ŻYWIA,ŻYWIA_84,4
ANŻELA,ANŻELA_26,3
ELZBIETA,ELZBIETA_49,12
EMILLY,EMILLY_136,39
GERLINDA,GERLINDA_113,27
HA,HA_195,7
HEATHER,HEATHER_72,39
KATALEJA,KATALEJA_65,11
KRYSTINA,KRYSTINA_52,5
LUCYLLA,LUCYLLA_136,19
LUTOSŁAWA,LUTOSŁAWA_40,15
MAKA,MAKA_105,22
MÉLANIE,MÉLANIE_154,
NATALY,NATALY_47,41
OLESŁAWA,OLESŁAWA_105,34
REMIGIA,REMIGIA_50,5
ROSIE,ROSIE_190,26
THI HUONG,THI HUONG_149,2
ZIPORA,ZIPORA_145,17
ZLATOSLAVA,ZLATOSLAVA_5,9
ZOI,ZOI_34,8
ALVINA,ALVINA_110,27
ANDREEA,ANDREEA_198,10
BELINDA,BELINDA_89,32
CAROLYN,CAROLYN_102,23
EVELIN,EVELIN_5,10
FLORIANA,FLORIANA_182,34
JIE,JIE_51,13
JULIIA,JULIIA_1,15
LILJA,LILJA_97,6
LUCYLIA,LUCYLIA_181,20
MARICA,MARICA_76,41
MELANIIA,MELANIIA_186,22
MELINDA,MELINDA_124,8
MINH,MINH_30,22
NIKI,NIKI_152,38
POLIANNA,POLIANNA_169,0
SAVANNAH,SAVANNAH_178,7
SWIETLANA,SWIETLANA_2,13
ŚWIETŁANA,ŚWIETŁANA_106,36
ZOHAR,ZOHAR_135,30
ANNIE,ANNIE_165,26
ASTRIDA,ASTRIDA_5,7
ELWINA,ELWINA_30,15
JURATA,JURATA_165,23
LIRON,LIRON_69,16
MADLENA,MADLENA_144,31
MARTYNIKA,MARTYNIKA_182,10
NEHA,NEHA_162,18
PALMIRA,PALMIRA_132,10
RÓŻAMARIA,RÓŻAMARIA_35,27
SAIDA,SAIDA_44,2
SIENNA,SIENNA_11,22
TUĞBA,TUĞBA_144,20
UTA,UTA_127,14
VITALIYA,VITALIYA_73,16
ZENIA,ZENIA_191,9
ZOË,ZOË_145,13
ZSUZSANNA,ZSUZSANNA_26,12
ALEX,ALEX_183,10
ANDRZEJA,ANDRZEJA_19,3
BETÜL,BETÜL_136,10
CHRISTIANA,CHRISTIANA_34,23
CLARISSA,CLARISSA_53,2
DELPHINE,DELPHINE_183,7
ELFRIEDA,ELFRIEDA_174,25
FAINA,FAINA_8,12
GULNARA,GULNARA_27,13
IOANNA,IOANNA_126,34
JOLANTYNA,JOLANTYNA_166,0
KARMENA,KARMENA_69,23
MALGORZATA,MALGORZATA_89,38
MELIKE,MELIKE_4,33
META,META_17,38
NATÁLIA,NATÁLIA_119,26
OFRI,OFRI_172,39
RENARDA,RENARDA_192,32
STENIA,STENIA_45,37
STEPANIYA,STEPANIYA_130,39
THI HOA,THI HOA_181,28
VERÓNICA,VERÓNICA_123,8
ARZU,ARZU_196,38
BAHAR,BAHAR_178,27
DORIANA,DORIANA_193,22
IGNACJA,IGNACJA_178,12
INÈS,INÈS_123,33
JANNA,JANNA_172,20
MÓNICA,MÓNICA_177,24
NELLIE,NELLIE_128,18
NOOR,NOOR_128,10
ROCIO,ROCIO_11,12
ROMANNA,ROMANNA_122,10
SALLY,SALLY_87,4
SIMA,SIMA_78,37
SOL,SOL_20,38
TATEVIK,TATEVIK_47,1
TUĞÇE,TUĞÇE_134,33
ZITA,ZITA_56,37
ANNABELL,ANNABELL_76,27
DANISŁAWA,DANISŁAWA_51,38
ESMA,ESMA_187,26
ESTELA,ESTELA_128,14
FLORENCJA,FLORENCJA_95,39
IVONNE,IVONNE_125,27
JOAN,JOAN_5,25
LIIA,LIIA_74,30
MEDINA,MEDINA_64,30
MILICA,MILICA_109,41
NATACHA,NATACHA_72,30
ORLY,ORLY_158,35
PARASKA,PARASKA_177,40
ROZALIIA,ROZALIIA_34,34
SHORENA,SHORENA_54,11
ULADZISLAVA,ULADZISLAVA_158,25
VIKTÓRIA,VIKTÓRIA_165,32
WENDY,WENDY_177,41
YVETTE,YVETTE_98,6
ANFISA,ANFISA_142,31
ARIANE,ARIANE_67,36
ASET,ASET_150,32
AURIKA,AURIKA_179,10
COLETTE,COLETTE_69,39
ELEN,ELEN_148,33
ISLA,ISLA_8,30
LILYANA,LILYANA_5,9
LUCÍA,LUCÍA_2,22
MILAGROS,MILAGROS_131,1
PENELOPE,PENELOPE_106,20
SHAKED,SHAKED_91,26
SYLWIANA,SYLWIANA_39,36
TIMEA,TIMEA_68,5
YI,YI_39,21
ŻANET,ŻANET_33,17
AGUSTINA,AGUSTINA_35,36
AINUR,AINUR_133,36
AMAYA,AMAYA_18,13
BELA,BELA_132,2
CAITLIN,CAITLIN_175,8
CORINNE,CORINNE_136,0
DAFNE,DAFNE_99,25
DOBIESŁAWA,DOBIESŁAWA_115,18
EUSTACHIA,EUSTACHIA_91,21
EVELINE,EVELINE_55,32
GİZEM,GİZEM_20,17
IRINE,IRINE_90,22
IZABEL,IZABEL_14,13
JOVITA,JOVITA_20,38
JUANA,JUANA_119,13
